제공기관명,축제명,개최장소,소재지도로명주소
대구_중구,김광석 나의노래 다시부르기,"김광석길, 신천둔치",대구광역시 중구 국채보상로139길 1(동인동2가)
대구_중구,김광석길 페스티벌,김광석길,대구광역시 중구 국채보상로139길 1(동인동2가)
대구_달성군,정월대보름 달맞이문화제,달성보 일원,
대구_달성군,전국민속 소싸움 달성대회,국립대구과학관옆 체육시설부지,
광주_서구,풍암골 신암마을 당산제,풍암 제7어린이공원내 (풍암동1129),
광주_서구,전국 애송시 낭송대회,서구 빛고을 국악전수관 공연장,광주광역시 서구 풍금로 182(금호동)
광주_서구,서창만드리 풍년제,서구 서창동 한옥문화관 일원,광주광역시 서구 서창발산길 10(서창동)
광주_서구,영산강 서창들녁 억새축제,영산강(극락교~서창교 3.5km)일원,광주광역시 서구 서창둑길 377(벽진동)
광주_서구,서구여성합창단 정기 연주회,광주학생교육문화회관,광주광역시 서구 경열로 33(농성동)
광주_북구,용전들노래 가을걷이 한마당,용전동 용전마을 일원,광주광역시 북구 용전마을길 42(용전동)
광주_북구,제21회 용전들노래 정기공연,용전동 용전마을 일원,광주광역시 북구 용전마을길 42(용전동)
광주_동구,추억의 충장축제,"광주 동구 충장로, 금남로, 문화전당, 예술의 거리 일원",광주광역시 동구 서남로 1(동구청)
광주_남구,2019고싸움놀이축제,5.18 민주광장,광주광역시 동구 문화전당로 38
광주_남구,굿모닝 양림,양림동 일원,광주광역시 남구 사직길 49-1
광주_남구,제37회고싸움놀이축제,고싸움놀이테마파크,광주광역시 남구 고싸움로 2
광주_광산구,제2회 비아마을 큰잔치,비아동 공영주차장,광주광역시 광산구 비아중앙로 23-6
광주_광산구,첨단1동 마을축제,쌍암공원,광주광역시 광산구 첨단중앙로182번길 39
광주_광산구,광산우리밀축제,송산유원지,광주광역시 광산구 박호등임로 95
광주_광산구,제5회 광산구 세계음식문화축제,수완호수공원,광주광역시 광산구 장신로82번길 57
광주_동구,추억의충장축제,아시아문화전당 일대,광주광역시 동구 서남로 1
광주_남구,고싸움놀이축제(1차),고싸움놀이테마파크,광주광역시 남구 고싸움로2
광주_남구,고싸움놀이축제(2차),고싸움놀이테마파크,광주광역시 남구 고싸움로 2
광주_서구,서창만드리풍년제,서창한옥문화관 앞 (세동마을 들녘),광주광역시 서구 눌재로 420
광주_남구,광주프린지페스티벌,5·18민주광장 및 국립아시아문화전당 주변,광주광역시 남구 천변좌로338번길 7
광주_남구,광주세계김치축제,서울광장,광주광역시 남구 김치로 60
광주_남구,광주세계김치축제,광주김치타운,광주광역시 남구 김치로 60
광주_남구,광주세계김치축제,광주김치타운,광주광역시 남구 김치로 60
광주_서구,억새생태문화제,극락교 일원,광주광역시 서구 벽진동
광주_동구,세계청년축제,아시아문화전당 일대,광주광역시 동구 금남로 245
광주_남구,굿모닝 양림,양림동및사직공원일원,광주광역시 남구 사직길 49
광주_광산구,신창동 어울림축제,신창동 공방의 거리,광주광역시 광산구 왕버들로 291
광주_광산구,제2회 하남동 도농공 한울타리 어울림축제,경암근린공원,광주광역시 광산구 하남대로54번안길 133
경북_포항시,호미곶한민족해맞이축전,호미곶 해맞이광장 일원,경상북도 포항시 남구 호미곶면 해맞이로 136
경북_포항시,포항국제불빛축제,영일대해수욕장 등 포항시 일원,경상북도 포항시 북구 해안로 95
경북_포항시,포항스틸아트페스티벌,오천예술로 등 포항시 일원,경상북도 포항시 남구 오천읍 문덕리
경북_포항시,포항거리예술축제,송도 송림테마거리 및 해안도로,경상북도 포항시 남구 송도해안길 112번길 3
경북_포항시,장기유배문화축제,"장기유배문화체험관, 장기읍성 등 포항시 일원",경상북도 포항시 남구 장기면 읍내리 127-2
경북_포항시,2021 전국생활문화축제,송도 송림테마거리 및 해안도로,경상북도 포항시 남구 송도해안길 112번길 2
경북_칠곡군,제8회 세계인형음악극축제,칠곡군 교육문화회관 등,경상북도 칠곡군 왜관읍 관문로1길 32
경북_칠곡군,제7회 낙동강세계평화문화 대축전,칠곡보생태공원,
경북_칠곡군,제6회 낙동강세계평화 문화대축전,칠곡군 생태공원,
경북_칠곡군,제7회 칠곡 세계 인형음악극 축제,칠곡군 교육문화회관,경상북도 칠곡군 왜관읍 관문로1길 32
경북_칠곡군,제5회 낙동강세계평화 문화대축전,칠곡군 생태공원,
경북_칠곡군,제6회 칠곡 세계 인형음악극 축제,칠곡군 교육문화회관,경상북도 칠곡군 왜관읍 관문로1길 32
경북_칠곡군,제4회 낙동강세계평화 문화대축전,칠곡보 생태공원,
경북_칠곡군,제5회 칠곡 세계 인형음악극 축제,칠곡군 교육문화회관,경상북도 칠곡군 왜관읍 관문로1길 32
경북_칠곡군,제3회 낙동강세계평화 문화대축전,칠곡보 생태공원,
경북_칠곡군,제4회 칠곡 세계 인형음악극 축제,칠곡군 교육문화회관,경상북도 칠곡군 왜관읍 관문로1길 32
경북_청송군,청송사과축제,청송읍 용전천 변(현비암 일원),
경북_청도군,청도읍성예술제 (코로나19로 인한 2020년 축제 취소),청도읍성일원,경상북도 청도군 화양읍 도주관로 188
경북_청도군,2020청도반시축제 (코로나19로 인한 2020년 축제 취소),청도야외공연장,경상북도 청도군 화양읍 청려로 1846
경북_청도군,2020청도세계코미디아트페스티벌 (코로나19로 인한 2020년 축제 취소),청도야외공연장,경상북도 청도군 화양읍 청려로 1846
경북_의성군,제11회의성세계하늘축제,안계면 위천생태하천,
경북_의성군,제4회의성슈퍼푸드마늘축제,의성군청 및 읍내 시가지 일원,경상북도 의성군 의성읍 군청길 31
경북_울진군,죽변항 수산물 축제,죽변항 일원,경상북도 울진군 죽변면 죽변항길 124
경북_울진군,울진대게와 붉은대게 축제,후포항 왕돌초광장 일원,경상북도 울진군 후포면 울진대게로 236-3
경북_울진군,울진금강송 송이 축제,울진 엑스포 공원,경상북도 울진군 근남면 엑스포로 25
경북_예천군,제3회 예천국제스마트폰영화제,"문화회관, 메가박스",경상북도 예천군 호명면 새움3로 16
경북_영천시,영천문화예술제,영천강변공원 일원,
경북_영천시,영천보현산별빛축제,보현산천문과학관 일원,경상북도 영천시 화북면 별빛로 681-32
경북_영천시,영천한약축제,영천한의마을(예정),
경북_영주시,영주 한국선비문화축제,영주시 선비촌 일원,경상북도 영주시 순흥면 소백로 2796
경북_영주시,영주 소백산철쭉제,영주시 소백산 일원,경상북도 영주시 풍기읍 죽령로 1720번길 76
경북_영주시,영주 무섬외나무다리축제,영주시 무섬마을일원,경상북도 영주시 문수면 무섬로 238-2
경북_영주시,경북영주 풍기인삼축제,풍기읍 남원천 일원,
경북_영주시,영주 사과축제,영주시 서천둔치 일원,
경북_안동시,안동국제탈춤축제,"안동탈춤공원, 시내일원, 하회마을 외",경상북도 안동시 육사로 239(운흥동)
경북_성주군,성주생명문화축제 성주참외페스티벌,성주군 성주읍 성밖숲 일원,경상북도 성주군 성주읍 성밖숲길 30
경북_상주시,함창명주페스티벌,명주테마공원,경상북도 상주시 함창읍 무운로 1593
경북_상주시,오감만족힐링페스티벌,경천섬 일원,경상북도 상주시 상산로 223
경북_봉화군,봉화은어축제,봉화읍 내성천 일원,
경북_문경시,문경약돌한우축제,문경새재도립공원일원,경상북도 문경시 문경읍 새재로932
경북_문경시,문경오미자축제,문경동로초등학교일원,경상북도 문경시 동로면 노은2길 4
경북_문경시,문경사과축제,문경새재도립공원일원,경상북도 문경시 문경읍 새재로932
경북_문경시,문경찻사발축제,문경새재 오픈세트장,경상북도 문경시 문경읍 문경대로 2416
경북_김천시,김천국제가족연극제,김천문화예술회관,경상북도 김천시 영남대로 1321
경북_김천시,김천예술제,김천시 일원,경상북도 김천시 남산동 3-14
경북_김천시,정월대보름달맞이축제,직지천 고수부지,경상북도 김천시 남산동 3-1
경북_김천시,김천자두포도축제,김천시종합스포츠타운 및 체험농장,경상북도 김천시 운동장길 1
경북_구미시,구미음악제,구미시,경상북도 구미시 금오산로 218
경북_구미시,구미전국가요제,구미시,경상북도 구미시 금오산로 218
경북_구미시,대한민국청소년트롯가요제,구미시,경상북도 구미시 금오산로 218
경북_구미시,구미아시아연극제,구미시,경상북도 구미시 금오시장로 4
경북_구미시,구미전국사진공모전,구미시,경상북도 구미시 금오산로 218
경북_구미시,구미전국청소년국악경연대회,구미시,경상북도 구미시 인동가산로 392
경북_구미시,무을생태고을버섯축제,구미시,경상북도 구미시 무을면 상무로 981
경북_구미시,장천코스모스축제,구미시,경상북도 구미시 장천면 강동로 184
경북_구미시,원평방천축제,구미시,경상북도 구미시 구미중앙로 24
경북_구미시,지산샛강문화축제,구미시,경상북도 구미시 선산대로 105
경북_구미시,비산나루터문화축제,구미시,경상북도 구미시 비산로 4
경북_구미시,인동도시숲문화축제,구미시,경상북도 구미시 인동15길 42
경북_구미시,원평공원 성탄트리탑 점등식,구미시,경상북도 구미시 형곡로 242
경북_구미시,구미전국전통연희축제,구미시,경상북도 구미시 구미대로 402-1
경북_구미시,구미동화이야기축제,구미시,경상북도 구미시 송정대로 121-11
경북_구미시,무을농악축제,구미시,경상북도 구미시 무을면 상무로 1207
경북_구미시,해평임도걷기축제,구미시,경상북도 구미시 해평면 강동로 1672
경북_구미시,산동의우위령문화축제,구미시,경상북도 구미시 산동읍 강동로 1038-5
경북_구미시,구미청소년연극제,구미시,경상북도 구미시 금오시장로 4
경북_구미시,금오예술제,구미시,경상북도 구미시 금오산로 218
경북_구미시,구미문화예술동아리페스티벌,구미시,경상북도 구미시 금오산로 218
경북_구미시,찾아가는 음악회,구미시,경상북도 구미시 금오산로 218
경북_구미시,한여름밤의 국악산책,구미시,경상북도 구미시 금오산로 218
경북_구미시,구미학생미술서예실기공모전,구미시,경상북도 구미시 금오산로 218
경북_구미시,구미아트페어,구미시,경상북도 구미시 금오산로 218
경북_구미시,구미문학예술공모전,구미시,경상북도 구미시 금오산로 218
경북_구미시,구미전국농악경연대잔치,구미시,경상북도 구미시 박정희로 155
경북_구미시,대한민국예술축전,구미시,서울특별시 양천구 목동서로 225
경북_고령군,2016 대가야체험축제,"대가야박물관, 대가야역사테마관광지, 대가야문화누리, 관내 일원",경상북도 고령군 대가야읍 대가야로 1216
경북_경주시,제48회 신라문화제,"경주 황성공원 일대, 시가지 일원",경상북도 경주시 용담로 79-48(황성동)
경북_경산시,경산자인단오제,경산시 자인면 계정숲,경상북도 경산시 자인면 계정길 68
경북_경산시,경산갓바위소원성취축제,갓바위공영주차장,경상북도 경산시 와촌면 갓바위로 613
경남_합천군,합천벚꽃마라톤대회,백리벚꽃길 코스,경상남도 합천군 대병면 합천호수로 197
경남_합천군,황매산 철쭉제,황매산군립공원,경상남도 합천군 가회면 황매산공원길 4
경남_합천군,합천바캉스축제,정양레포츠공원,경상남도 합천군 대양면 동부로 39-13
경남_합천군,합천기록문화축제,대장경테마파크,경상남도 합천군 가야면 가야산로 1160
경남_함양군,2021함양산삼항노화엑스포,"상림공원(제1행사장), 대봉산휴양밸리(제2행사장)",
경남_함안군,제28회 함안낙화놀이,무진정,경상남도 함안군 함안면 괴산4길 25
경남_함안군,무술년 삼칠민속줄다리기,칠원읍사무소 사거리,경상남도 함안군 칠원읍 원서로 4
경남_함안군,제32회 함안아라문화제,"함안공설운동장, 함주공원 일원",경상남도 함안군 가야읍 함안대로 619
경남_하동군,악양대봉감축제,하동군 악양면 평사리 일원,경상남도 하동군 악양면 섬진강대로 3145-2
경남_하동군,하동북천꽃양귀비축제,하동군 북천면 꽃단지 일원,경상남도 하동군 북천면 경서대로 2253-21
경남_하동군,토지문학제,하동군 악양면 최참판댁 일원,경상남도 하동군 악양면 평사리길 35
경남_하동군,북천코스모스메밀꽃축제,하동군 북천면 꽃단지 일원,경상남도 하동군 북천면 경서대로 2253-21
경남_하동군,화개장터벚꽃축제,하동군 화개면 영호남화합다목적광장 일원,경상남도 하동군 화개면 쌍계로 58
경남_하동군,알프스하동섬진강재첩축제,하동군 하동읍 송림공원일원,경상남도 하동군 하동읍 섬진강대로 2107-8
경남_하동군,하동야생차문화축제,하동군 화개면 악양면 일원,경상남도 하동군 화개면 쌍계로 571-25
경남_통영시,2021 욕지 섬 문화축제,욕지면 동항(불곡)물량장 일원,경상남도 통영시 욕지면 욕지일주로 77
경남_통영시,2021 사량도 옥녀봉 등반축제,사량면 진촌물량장 일원,경상남도 통영시 사량면 상도일주로 1580-13
경남_통영시,2021 통영한산대첩축제,통영 삼도수군통제영 및 통영시 일원,경상남도 통영시 도남로 317
경남_통영시,2021 한산도 바다체험 축제,한산면 일원,경상남도 통영시 한산면 한산일주로 844
경남_창원시,창원진동불꽃낙화축제,창원진동면 광암항,경상남도 창원시 마산합포구 진동면 광암해안길16-1
경남_창원시,야철제,성산패총,경상남도 창원시 성산구 성산패총로 137
경남_창원시,마산만날제,만날공원,
경남_창원시,남산상봉제,남산공원,경상남도 창원시 의창구 팔용로 494-37
경남_창원시,진해군항제,중원로터리 및 진해구 일원,
경남_창원시,진해군악의장페스티벌,진해공설운동장,경상남도 창원시 진해구 충무로 43(도만동)
경남_창원시,마산가고파국화축제,마산어시장 장어거리 앞 및 창동?오동동 일원,
경남_창원시,개항제례,창원시립 마산음악관 야외,경상남도 창원시 마산합포구 수산2길 35
경남_창녕군,제34회 비사벌문화제,창녕읍 일원,경상남도 창녕군 창녕읍 학천길 13
경남_창녕군,제11회 우포늪 생명길 걷기대회,우포늪 일원,경상남도 창녕군 창녕읍 당산길 9
경남_진주시,진주남강유등축제,진주성 및 진주남강일원,경상남도 진주시 강남로 291번길 10
경남_진주시,개천예술제,진주시 일원,경상남도 진주시 강남로 215(칠암동) 문화예술회관 6층
경남_진주시,코리아드라마페스티벌,"경남문화예술회관, 장대동 남강둔치 일원",경상남도 진주시 신안로 104(신안동) 원불교 건물 3층
경남_진주시,진주논개제,진주성 일원,경상남도 진주시 진양호로 476
경남_의령군,홍의장군축제,의령읍 일원,경상남도 의령군 의령읍 의병로8길 44
경남_의령군,한우산 철쭉제,궁류면 벽계리 한우산 정상,
경남_양산시,양산삽량문화축전,양산천둔치일원,경상남도 양산시 중앙로 39-1
경남_양산시,원동매화축제,"원동교 특설무대, 쌍포매실다목적광장",경상남도 양산시 원동면 원동로 2220
경남_양산시,양산웅상회야제,웅상체육공원,경상남도 양산시 배움터길60-19
경남_양산시,배내골고로쇠축제,배내골홍보관,경상남도 양산시 원동면 배내로 431
경남_양산시,원동청정미나리축제,함포마을일원,경상남도 양산시 원동면 원동로 1708
경남_양산시,배내골사과축제,양산배내골 홍보관,경상남도 양산시 원동면 배내로 431
경남_산청군,미정,미정,경상남도 산청군 산청읍 산엔청로1
경남_사천시,와룡문화제,사천시청 노을광장 일원,경상남도 사천시 용현면 시청로 77
경남_밀양시,밀양공연예술축제,밀양아리나,경상남도 밀양시 부북면 창밀로 3097-16
경남_남해군,상주해돋이&물메기축제,상주은모래비치,
경남_남해군,가천다랭이마을해맞이행사,다랭이마을,경상남도 남해군 남면 남면로 702 공중화장실 및 주차장
경남_남해군,독일마을 맥주축제,삼동면 독일마을,경상남도 남해군 삼동면 독일로 92
경남_남해군,상주은모래비치 썸머페스티벌,상주은모래비치,
경남_김해시,김해분청도자기축제,진례면 김해분청도자박물관 일원,경상남도 김해시 진례면 진례로 275-35
경남_고성군,당항포대첩축제,당항포관광지,경상남도 고성군 회화면 당항만로 1116
경남_거창군,거창한마당축제,"스포츠파크, 시내 거리",경상남도 거창군 거창읍 심소정길 39-36
경남_거창군,제50회 아림예술제,거창스포츠파크 일원,경상남도 거창군 거창읍 심소정길 39-36
경남_거창군,제9회 거창크리스마스트리문화축제,거창로터리 일원,경상남도 거창군 거창읍 중앙로 103
경남_거창군,부처님오신날 연등축제,거창로터리 일원,
경남_거창군,제21회 거창예총제,거창문화센터 공연장,경상남도 거창군 거창읍 수남로 2181
경남_거창군,제14회 거창 단오제,복합문화단지 야외공연장,경상남도 거창군 거창읍 수남로 2193-40
경남_거창군,제16회 거창전국 한시백일장대회,거창문화원 공연장,경상남도 거창군 거창읍 수남로 2193-40
경남_거제시,산방산삼월삼짇날축제,산방산 임도,
경남_거제시,대금산진달래축제,대금산 중턱,
경남_거제시,양지암축제,양지암공원,
경남_거제시,거제맹종대나무축제,거제맹종죽테마파크,
경남_거제시,거제 옥포대첩 축제,옥포대첩기념공원/ 옥포동 일원,
경남_거제시,남부면 수국축제,매물도 여객선 주차장,
경남_거제시,바다로 세계로,거제시 일원,경상남도 거제시 계룡로 125
경남_거제시,거제맥주축제,장승포 수변공원,
경남_거제시,거제학동몽돌해변 불꽃축제,학동흑진주몽돌해변,
경남_거제시,거제 섬꽃축제,거제시 농업개발원,경상남도 거제시 거제면 거제남서로 3577
경남_거제시,거제 대구수산물 축제,외포항 일원(2020년 온라인 개최),
경북_울릉도,울릉해변가요제,저동항,
경북_울릉도,우산문화제,도동항,
경북_울릉도,오징어축제,저동항,
경북_울릉도,회당문화재,도동항,
경북_울릉도,민속그네뛰기,사동 자생식물원,경상북도 울릉군 울릉읍 간령길 83-18
경북_울릉도,달맞이축제,울릉예술문화체험장(구.장흥초등학교),경상북도 울릉군 울릉읍 옥천길 8
경북_울릉도,태하성하신당제,서면 태하 성하신당,경상북도 울릉군 서면 태하길 154
경북_영양군,제15회 영양산나물축제,영양군청 일원,경상북도 영양군 영양읍 군청길 37
경북_영양군,2020 영양고추 H.O.T Festival,서울광장,서울특별시 중구 세종대로 110
경북_영덕군,해맞이축제,영덕삼사해상공원,
경북_영덕군,영덕대게축제,경상북도 영덕군 강구항 해파랑공원,
경북_영덕군,영덕황금은어축제,오십천 둔치 일원,
경북_영덕군,영덕물가자미축제,축산항 일원,
경북_군위군,김수환추기경 사랑과 나눔 문화축전,삼국유사교육문화회관,경상북도 군위군 군위읍 군청로 200
경남_김해시,가야문화축제,"수릉원, 대성동 고분군, 가야의거리 일원",경상남도 김해시 가야의길 126
경남_거제시,송년불꽃축제,장승포항 일원,경상남도 거제시 장승로 138
경남_거제시,신년해맞이행사,장승포 몽돌개,
경기_화성시,(취소) 제11회 푸른 화성 지키기 환경자전거 대행,동탄센트럴파크,경기도 화성시 동탄공원로1길 26-23
경기_화성시,(취소) 제21회 화성 효 마라톤 대회,화성종합경기타운,경기도 화성시 향남읍 향남로 470
경기_화성시,(취소) 2020 화성뱃놀이축제,전곡항,경기도 화성시 서신면 당성로 339-9
경기_화성시,(취소) 2020 화성송산포도축제,궁평항,경기도 화성시 서신면 궁평항로 1049-24
경기_화성시,(취소) 정조 효 문화제,융건릉,경기도 화성시 용주로 136
경기_화성시,(취소) 2020 화성시 평생학습박람회,미정,경기도 화성시 향남읍 향남로 470
경기_화성시,(취소) 화성시민 한마음 체육대회,화성종합경기타운,경기도 화성시 향남읍 향남로 470
경기_하남시,하남이성문화축제,온라인행사,각 가정
경기_포천시,제17회 포천 벡운계곡 동장군축제,백운계곡 일원,경기도 포천시 이동면 도평리
경기_평택시,평택호물빛축제,현덕면 평택호관광단지,경기도 평택시 현덕면 평택호2길 183
경기_파주시,제15회 파주개성인삼축제(온라인판매),임진각 광장,경기도 파주시 임진각로177
경기_파주시,제24회 파주장단콩축제(온라인판매),임진각 광장,경기도 파주시 임진각로177
경기_이천시,이천백사산수유꽃축제,백사면 도립리+송말리+경사리 일원,경기도 이천시 백사면 원적로775번길 17
경기_이천시,이천국제일루전페스티벌,이천시 설봉공원+이천아트홀,경기도 이천시 경충대로2697번길 306
경기_이천시,이천쌀문화축제,이천시 설봉공원,경기도 이천시 경충대로2697번길 306
경기_이천시,이천도자기축제,이천시 신둔면 예스파크,경기도 이천시 신둔면 도자예술로5번길 109
경기_이천시,햇사레장호원복숭아축제,장호원햇사레산지유통센터,경기도 이천시 장호원읍 서동대로8759번길 117
경기_이천시,이천인삼축제,이천시 설봉공원,경기도 이천시 경충대로2697번길 306
경기_이천시,설봉산별빛축제,설봉공원야외대공연장,경기도 이천시 경충대로2697번길 304
경기_이천시,체험문화축제,이천시 설봉공원,경기도 이천시 경충대로2697번길 306
경기_의정부시,의정부 국제가야금축제,의정부예술의전당,경기도 의정부시 의정로 1
경기_의정부시,블랙뮤직페스티벌,의정부 시청 앞 광장,경기도 의정부시 의정로 1
경기_의정부시,의정부음악극축제,의정부예술의전당 및 시 일원,경기도 의정부시 의정로 1
경기_의왕시,의왕철도축제,"자연학습공원, 철도박물관, 조류생태과학관, 의왕역 등",
경기_의왕시,의왕백운호수축제,백운호수 공영주차장,의왕시 백운로 526
경기_용인시,2019 보정역생활문화센터 <청춘파티  - 특별프로그램>,보정역생활문화센터,경기도 용인시 기흥구 용구대로 2585
경기_용인시,할미성 대동제,용인중앙시장 광장,경기도 용인시 처인구 중부대로 1199
경기_용인시,포은문화제,정몽주 묘역,경기도 용인시 처인구 중부대로 1199
경기_오산시,제33회 시민의 날 문화행사,오산종합운동장,경기도 오산시 경기동로 15
경기_오산시,제12회 오산 독산성 문화제,독산성 및 고인돌 공원,경기도 오산시 독산성로269번길 144
경기_오산시,2021 제15회 종합예술제,"문예회관, 미술관",경기도 오산시 현충로 100
경기_오산시,2021 오산 통기타 페스티벌,오산종합운동장,경기도 오산시 경기동로 15
경기_오산시,제8회 오산 봄누리 예술축제,고인돌 공원,경기도 오산시 여계산로 10
경기_오산시,제5회 전국 까마귀 복면 가요제,오산시청 광장,경기도 오산시 성호대로 141
경기_연천군,제28회 연천 구석기 축제,연천전곡리유적,경기도 연천군 전곡읍 양연로 1510
경기_연천군,2019 연천 구석기 겨울축제,연천전곡리유적,경기도 연천군 전곡읍 양연로 1510
경기_여주시,여주도자기축제(일자미정),여주 신륵사관광지 일원,경기도 여주시 신륵사길 7
경기_여주시,여주오곡나루축제(일자미정),여주 신륵사관광지 일원,경기도 여주시 신륵사길 7
경기_양평군,양평단월고로쇠축제,단월레포츠공원,경기도 양평군 단월면 보룡길 53
경기_양평군,양평산수유한우축제,개군레포츠공원,경기도 양평군 개군면 자진개1길 83
경기_양평군,용문산산나물축제,용문산관광지일대,경기도 양평군 용문면 용문산로 782
경기_양평군,양평물축제,옥천레포츠공원,경기도 양평군 옥천면 옥천체육공원길 66
경기_양평군,양평부추축제,양동역일대,경기도 양평군 양동면 양동역길 19
경기_양평군,양평김장보쌈축제,물맑은양평종합운동장,경기도 양평군 양평읍 종합운동장로 7
경기_안양시,2016 광복기념음악회,병목안시민공원,경기도 안양시 만안구 병목안로 215
경기_안양시,2014 안양 아줌마축제,평촌중앙공원,경기도 안양시 동안구 관평로 149 (평촌동)
경기_안양시,2015 안양 시민축제,"평촌중앙공원, 삼덕공원",경기도 안양시 동안구 관평로 149 (평촌동)
경기_안양시,2015 안양 아줌마축제,평촌중앙공원,경기도 안양시 동안구 관평로 149 (평촌동)
경기_안양시,2016 안양 시민축제,"평촌중앙공원,삼덕공원.범계로데오",경기도 안양시 동안구 관평로 149 (평촌동)
경기_안양시,2016 안양 아줌마축제,평촌중앙공원,경기도 안양시 동안구 관평로 149 (평촌동)
경기_안양시,2016 제5회 안양공공예술프로젝트,안양예술공원,경기도 안양시 만안구 예술공원로 180(안양동)
경기_안양시,2014 안양시민축제,"평촌중앙공원, 삼덕공원",경기도 안양시 동안구 관평로 149 (평촌동)
경기_안양시,2017 안양충훈벚꽃축제,안양충훈2교일대,경기도 안양시 만안구 석수로 159
경기_안양시,2017 안양 아줌마축제,평촌중앙공원,경기도 안양시 동안구 관평로 149 (평촌동)
경기_안양시,2017 광복기념음악회,안양아트센터 관악홀,경기도 안양시 만안구 문예로 36번길 16
경기_안양시,2017 안양 시민축제,"평촌중앙공원,병목안시민공원,범계로데오",경기도 안양시 동안구 관평로 149 (평촌동)
경기_안양시,2018 안양충훈벚꽃축제,안양충훈2교일대,경기도 안양시 만안구 석수로 159
경기_안양시,2018 안양여성축제,평촌중앙공원,경기도 안양시 동안구 관평로 149 (평촌동)
경기_안양시,2018 광복기념음악회,병목안시민공원,경기도 안양시 만안구 병목안로 215
경기_안양시,2018 안양 시민축제,"평촌중앙공원,병목안시민공원,범계로데오",경기도 안양시 동안구 관평로 149 (평촌동)
경기_안양시,2019 안양충훈벚꽃축제,안양충훈2교일대,경기도 안양시 만안구 석수로 159
경기_안양시,2019 안양여성축제,평촌중앙공원,경기도 안양시 동안구 관평로 149 (평촌동)
경기_안양시,2019 광복기념음악회,병목안시민공원,경기도 안양시 만안구 병목안로 215
경기_안양시,2019 안양 시민축제,"평촌중앙공원,병목안시민공원,범계로데오",경기도 안양시 동안구 관평로 149 (평촌동)
경기_안성시,2021 안성맞춤 남사당 바우덕이축제,안성맞춤랜드,경기도 안성시 보개면 남사당로 198
경기_안성시,2021 안성맞춤 남사당 바우덕이축제,안성맞춤랜드,경기도 안성시 보개면 남사당로 198
경기_안산시,대부포도축제,구)바다향기테마파크,
경기_안산시,청소년어울림마당 3회차,상록청소년수련관,경기도 안산시 상록구 삼일로 696
경기_안산시,제7회 상록수문화제,"최용신기념관,상록수공원",경기도 안산시 상록구 샘골서길 64
경기_안산시,청소년어울림마당 4회차,안산대학교,경기도 안산시 상록구 삼일로 696
경기_안산시,청소년어울림마당 5회차,상록청소년수련관,경기도 안산시 상록구 삼일로 696
경기_안산시,청소년어울림마당 1회차,상록청소년수련관,경기도 안산시 상록구 삼일로 696
경기_안산시,청소년어울림마당 2회차,상록청소년수련관,경기도 안산시 상록구 삼일로 696
경기_안산시,그랑꼬또 와인 페스티벌,그랑꼬또와이너리,경기도 안산시 단원구 뻐꾹산길 107
경기_안산시,2018 안산 김홍도축제,화랑유원지,경기도 안산시 단원구 동산로 268
경기_안산시,안산사이언스밸리(ASV) 과학축제,한양대 ERICA,경기도 안산시 상록구 한양대학로 55
경기_안산시,제11주년 세계인의 날 기념행사,안산화랑유원지,경기도 안산시 단원구 동산로 268
경기_안산시,안산국제거리극축제,안산문화광장 및 안산시 일대,경기도 안산시 단원구 광덕대로 157
경기_안산시,별빛달빛놀이터,단원청소년수련관,경기도 안산시 단원구 화정천서로 369
경기_안산시,청소년의달 기념행사 <열정유>,단원청소년수련관,경기도 안산시 단원구 화정천서로 369
경기_안산시,제12주년 세계인의 날 기념행사,안산문화광장,경기도 안산시 단원구 광덕대로 157
경기_안산시,안산국제거리극축제,안산문화광장 및 안산시 일대,경기도 안산시 단원구 광덕대로 157
경기_안산시,여르미오페스티벌,안산시 문화광장,경기도 안산시 단원구 화랑로 312
경기_안산시,제6회 상록수문화제,"본오3동공영주차장, 매화길, 상록수역 앞 광장",경기도 안산시 상록구 샘골서길 64
경기_안산시,2018 안산시 평생학습 한마당 & 제8회 안산시도서관책문화축제,안산 호수공원 중앙광장,경기도 안산시 상록구 해안로 561(사동)
경기_안산시,2017 안산시 평생학습 박람회 & 제7회 안산시도서관책문화축제,안산시 문화광장,경기도 안산시 단원구 광덕대로 206
경기_안산시,제10주년 세계인의 날 기념행사,안산문화광장,경기도 안산시 단원구 광덕대로 157
경기_안산시,제5회 상록수문화제,"본오3동공영주차장,상록수공원 및 샘골로 일대",경기도 안산시 상록구 샘골서길 64
경기_안산시,여르미오페스티벌,안산시 문화광장,경기도 안산시 단원구 광덕대로 157
경기_안산시,안산 대부포도축제,대부바다향기테마파크,경기도 안산시 단원구 대부황금로 1490(대부북동)
경기_안산시,제3회 상록수문화제,"본오3동공영주차장,상록수공원 및 샘골로 일대",경기도 안산시 상록구 샘골서길 64
경기_안산시,안산시도서관책문화축제,안산 호수공원 중앙광장,경기도 안산시 상록구 해안로 561(사동)
경기_안산시,안산국제거리극축제,안산시 문화광장,경기도 안산시 단원구 광덕대로 157
경기_안산시,제9회 세계인의 날 기념행사,외국인주민센터 야외광장,경기도 안산시 단원구 부부로 43
경기_안산시,여르미오페스티벌,안산시 문화광장,경기도 안산시 단원구 화랑로 312
경기_안산시,제4회 상록수문화제,"본오3동공영주차장,상록수공원 및 샘골로 일대",경기도 안산시 상록구 샘골서길 64
